cds14,ag_year,ag_cohort,ag_met_uccsu_count,ag_met_uccsu_rate
19647331931468,2016-17,40,2,33.3
19647331931476,2016-17,285,105,47.3
19647331931484,2016-17,51,1,16.7
19647331931500,2016-17,57,1,9.1
19647331931518,2016-17,39,2,15.4
19647331931526,2016-17,369,179,53.6
19647331931534,2016-17,71,4,36.4
19647331931559,2016-17,49,2,13.3
19647331931633,2016-17,16,0,0.0
19647331931658,2016-17,30,0,0.0
19647331931682,2016-17,41,1,33.3
19647331931690,2016-17,60,0,0.0
19647331931708,2016-17,468,214,50.7
19647331931716,2016-17,45,35,79.5
19647331931856,2016-17,37,1,100.0
19647331931864,2016-17,739,457,71.7
19647331931930,2016-17,47,2,18.2
19647331931955,2016-17,37,1,16.7
19647331931971,2016-17,43,2,15.4
19647331931989,2016-17,47,2,50.0
19647331931997,2016-17,75,0,0.0
19647331932128,2016-17,233,88,47.1
19647331932250,2016-17,41,3,30.0
19647331932318,2016-17,37,2,18.2
19647331932334,2016-17,58,2,66.7
19647331932342,2016-17,63,2,20.0
19647331932383,2016-17,266,90,50.6
19647331932391,2016-17,31,4,36.4
19647331932540,2016-17,413,265,68.5
19647331932623,2016-17,961,389,42.9
19647331932821,2016-17,37,1,50.0
19647331932847,2016-17,211,172,82.3
19647331932888,2016-17,231,165,75.7
19647331932920,2016-17,431,216,58.7
19647331932987,2016-17,697,415,68.3
19647331933001,2016-17,332,231,71.7
19647331933043,2016-17,283,165,68.8
19647331933118,2016-17,453,168,44.8
19647331933233,2016-17,258,179,72.2
19647331933241,2016-17,382,126,38.8
19647331933381,2016-17,536,307,60.8
19647331933746,2016-17,1072,800,79.6
19647331933795,2016-17,413,169,49.0
19647331933852,2016-17,640,360,65.2
19647331934033,2016-17,311,180,65.9
19647331934157,2016-17,420,205,57.9
19647331934371,2016-17,241,100,59.2
19647331934454,2016-17,112,29,39.2
19647331935121,2016-17,235,105,57.4
19647331935352,2016-17,291,95,45.2
19647331935519,2016-17,364,169,58.1
19647331935568,2016-17,566,332,66.3
19647331935717,2016-17,28,0,0.0
19647331935865,2016-17,506,216,51.9
19647331936160,2016-17,586,272,52.8
19647331936350,2016-17,578,357,67.1
19647331937085,2016-17,22,3,37.5
19647331937226,2016-17,378,152,49.0
19647331937424,2016-17,445,155,44.4
19647331937622,2016-17,512,272,58.5
19647331937838,2016-17,617,304,56.0
19647331938307,2016-17,629,300,54.8
19647331938554,2016-17,428,229,62.9
19647331938612,2016-17,512,289,63.1
19647331938885,2016-17,379,214,61.5
19647331938968,2016-17,548,276,59.6
19647331939040,2016-17,480,237,60.2
19647331939107,2016-17,328,180,58.3
19647331939305,2016-17,246,94,46.8
19647331939479,2016-17,251,133,60.7
19647331939859,2016-17,367,176,57.3
19647331939941,2016-17,503,232,51.6
19647331995448,2016-17,431,293,71.5
19647331995794,2016-17,133,3,6.4
19647331995836,2016-17,732,423,59.7
19647331996073,2016-17,98,4,17.4
19647331996115,2016-17,719,122,57.0
19647331996610,2016-17,52,46,100.0
19647336016885,2016-17,166,80,57.6
19647336019475,2016-17,81,73,90.1
19647336019715,2016-17,124,65,55.1
19647336058002,2016-17,172,100,64.5
19647336060503,2016-17,24,0,0.0
19647336060529,2016-17,15,2,28.6
19647336060545,2016-17,22,0,0.0
19647336061451,2016-17,186,139,76.0
19647336061600,2016-17,50,35,72.9
19647336069157,2016-17,68,0,0.0
19647336116750,2016-17,94,91,100.0
19647336119945,2016-17,69,65,95.6
19647740109538,2016-17,387,172,46.5
19647740114777,2016-17,120,0,0.0
19647740127845,2016-17,12,0,0.0
19647741935428,2016-17,121,0,0.0
19647741935436,2016-17,495,241,53.2
19647901935899,2016-17,53,1,3.7
19647901935923,2016-17,392,212,57.1
19647901996404,2016-17,17,3,23.1
19648080124552,2016-17,146,92,63.9
19648081930155,2016-17,667,225,38.7
19648081930825,2016-17,659,209,37.9
19648081935998,2016-17,655,185,34.2
19648081938927,2016-17,173,0,0.0
19648081996388,2016-17,31,0,0.0
19648401933647,2016-17,324,112,37.0
19648401934728,2016-17,509,212,42.8
19648401936467,2016-17,434,202,48.1
19648401936475,2016-17,138,1,1.1
19648570112714,2016-17,399,0,0.0
19648570125377,2016-17,109,97,90.7
19648576119580,2016-17,34,32,100.0
19648651933308,2016-17,38,3,8.3
19648651995588,2016-17,630,537,86.5
19648651996552,2016-17,358,303,85.8
19648731936749,2016-17,1095,463,45.8
19648731936756,2016-17,124,0,0.0
19648810000001,2016-17,14,0,0.0
19648810113464,2016-17,48,25,58.1
19648810117440,2016-17,77,0,0.0
19648810118075,2016-17,109,0,0.0
19648811931062,2016-17,139,37,37.8
19648811931674,2016-17,254,167,67.9
19648811936103,2016-17,188,76,43.9
19648811936806,2016-17,115,1,1.8
19648811936822,2016-17,432,174,41.9
19649070000001,2016-17,16,4,100.0
19649070115170,2016-17,182,4,13.3
19649071933175,2016-17,267,117,50.2
19649071933324,2016-17,400,142,39.8
19649071936772,2016-17,118,1,1.6
19649071937028,2016-17,309,119,45.2
19649071995901,2016-17,394,214,56.9
19649071996495,2016-17,94,50,53.8
19649076061634,2016-17,74,36,48.6
19649076061642,2016-17,59,32,56.1
19649641937754,2016-17,273,237,90.1
19649801933373,2016-17,40,0,0.0
19649801938000,2016-17,699,477,71.8
19649801995737,2016-17,161,120,77.4
19650291938455,2016-17,362,264,78.8
19650521938679,2016-17,533,314,60.3
19650521995745,2016-17,22,0,0.0
19650600000001,2016-17,23,0,0.0
19650601936277,2016-17,442,213,49.7
19650601938083,2016-17,86,0,0.0
19650601938356,2016-17,513,334,68.7
19650601938752,2016-17,542,311,58.2
19650601939602,2016-17,539,335,63.8
19650940112706,2016-17,341,17,8.1
19650940122432,2016-17,233,117,51.3
19650941938513,2016-17,97,0,0.0
19650941939537,2016-17,532,239,47.0
19651281930338,2016-17,200,0,0.0
19651281931302,2016-17,622,354,59.0
19651281934868,2016-17,634,421,67.7
19651281936889,2016-17,345,175,53.2
19651281937903,2016-17,514,332,67.2
19651281939701,2016-17,464,227,52.2
19651281995653,2016-17,258,15,10.3
19651360102459,2016-17,504,254,52.0
19651360102475,2016-17,570,357,63.3
19651360114439,2016-17,690,0,0.0
19651360117234,2016-17,71,53,84.1
19651360121731,2016-17,67,55,90.2
19651361931492,2016-17,476,242,52.0
19651361931740,2016-17,547,277,51.2
19651361932532,2016-17,61,10,17.5
19651361933902,2016-17,524,287,58.2
19651361934421,2016-17,274,4,2.6
19651361995802,2016-17,764,459,62.4
19651361996263,2016-17,431,12,14.1
19651361996321,2016-17,104,103,99.0
19734371931567,2016-17,182,60,38.0
19734371931963,2016-17,396,146,42.9
19734371932326,2016-17,362,116,37.1
19734371995695,2016-17,333,0,0.0
19734371996057,2016-17,14,0,0.0
19734451933316,2016-17,67,0,0.0
19734451934801,2016-17,273,119,44.7
19734451935246,2016-17,456,236,53.0
19734451938935,2016-17,71,1,2.9
19734451939834,2016-17,394,260,68.2
19734451939925,2016-17,255,79,33.9
19734520120600,2016-17,47,0,0.0
19734521930106,2016-17,104,1,2.3
19734521936228,2016-17,426,183,45.3
19734521937564,2016-17,558,259,50.7
19734601932862,2016-17,747,526,72.0
19734601937747,2016-17,12,0,0.0
19734601939149,2016-17,675,429,65.9
19752911995810,2016-17,462,246,59.3
19752911996016,2016-17,739,28,23.7
19752911996081,2016-17,30,0,0.0
19753090127100,2016-17,394,0,0.0
19753090129411,2016-17,20,8,66.7
19753090129742,2016-17,85,0,0.0
19753090130955,2016-17,40,0,0.0
19753090131383,2016-17,67,0,0.0
19753090131557,2016-17,18,0,0.0
19753090131987,2016-17,79,49,68.1
19753090132654,2016-17,92,3,7.3
19753090134619,2016-17,11,0,0.0
19753090135145,2016-17,54,4,28.6
19753091995786,2016-17,88,28,33.7
19753331935808,2016-17,621,489,80.7
19753411937143,2016-17,642,421,67.4
19753411995752,2016-17,36,0,0.0
19756636120158,2016-17,102,93,100.0
19756971996693,2016-17,95,87,100.0
19757131930122,2016-17,40,1,3.1
19757131930163,2016-17,650,297,47.6
19757131934553,2016-17,539,350,67.4
19757131937697,2016-17,564,344,64.4
19757131995430,2016-17,67,3,6.5
19764970115725,2016-17,38,27,100.0
19768690119016,2016-17,134,106,95.5
19768690119636,2016-17,126,81,96.4
19768690131128,2016-17,70,36,100.0
19768850132928,2016-17,26,18,78.3
19769680109926,2016-17,72,48,70.6
20102070117184,2016-17,131,0,0.0
20102072030153,2016-17,25,0,0.0
20102072030229,2016-17,88,0,0.0
20102076077200,2016-17,34,0,0.0
20652012032357,2016-17,249,72,32.9
20652430110965,2016-17,583,247,45.7
20652430118950,2016-17,18,8,53.3
20652430123620,2016-17,74,0,0.0
20652432035640,2016-17,79,0,0.0
20652432035707,2016-17,473,211,46.0
20755802030203,2016-17,136,54,40.9
20756060117010,2016-17,55,31,58.5
20756060125021,2016-17,53,29,54.7
20756060132936,2016-17,23,3,20.0
20764142030013,2016-17,133,48,37.5
20764142030104,2016-17,29,0,0.0
20764142030237,2016-17,21,4,22.2
21102152130037,2016-17,29,0,0.0
21654172130045,2016-17,20,1,6.7
21654172132264,2016-17,51,0,0.0
21654172132272,2016-17,290,163,59.7
21654172133056,2016-17,229,107,48.4
21654662133254,2016-17,43,0,0.0
21654662133262,2016-17,298,125,52.7
21654662134005,2016-17,289,115,50.7
21654822130078,2016-17,43,17,40.5
21654822131340,2016-17,242,163,68.8
21654822132587,2016-17,398,258,66.5
21654822133692,2016-17,328,222,70.3
21654822134419,2016-17,68,2,4.2
21733612134310,2016-17,41,19,48.7
22655322230035,2016-17,16,0,0.0
22655322230068,2016-17,21,0,0.0
22655322235356,2016-17,105,34,33.7
23102312330124,2016-17,14,0,0.0
23102312330447,2016-17,16,0,0.0
23655402330900,2016-17,45,24,54.5
23655652330215,2016-17,28,0,0.0
23655652331361,2016-17,102,36,40.4
23655812333185,2016-17,43,21,48.8
23655992333649,2016-17,33,15,51.7
23656072330033,2016-17,11,0,0.0
23656072334563,2016-17,13,0,0.0
23656150128280,2016-17,46,4,9.5
23656152330413,2016-17,20,17,85.0
23656152330454,2016-17,17,0,0.0
23656152334704,2016-17,87,0,0.0
23656152335024,2016-17,306,93,33.3
23656230112300,2016-17,13,0,0.0
23656232330066,2016-17,44,0,0.0
23656232330314,2016-17,13,0,0.0
23656232335487,2016-17,88,14,18.9
23738662330041,2016-17,15,2,15.4
23739162332260,2016-17,25,5,20.0
24102490106518,2016-17,28,1,3.8
24102492430056,2016-17,31,0,0.0
24102492430148,2016-17,172,0,0.0
24102492430163,2016-17,32,0,0.0
24102492430171,2016-17,31,0,0.0
24102496069199,2016-17,32,0,0.0
24656982430080,2016-17,14,0,0.0
24656982432409,2016-17,161,45,28.3
24657302430064,2016-17,24,0,0.0
24657302433001,2016-17,116,48,48.0
24657550119073,2016-17,39,0,0.0
24657550120923,2016-17,338,145,44.2
24657552431492,2016-17,46,0,0.0
24657552434207,2016-17,308,120,40.1
24657890127373,2016-17,376,155,43.3
24657892430049,2016-17,16,0,0.0
24657892430098,2016-17,386,125,34.2
24657892430205,2016-17,389,182,49.3
24657892430601,2016-17,415,169,42.4
24657892433605,2016-17,275,94,35.5
24657892435204,2016-17,373,118,34.7
24657892439602,2016-17,163,0,0.0
24736192430031,2016-17,24,0,0.0
24736192431807,2016-17,135,47,35.1
24753172430015,2016-17,19,0,0.0
24753172431203,2016-17,154,56,36.8
24753662430114,2016-17,174,67,40.1
24753662430197,2016-17,19,0,0.0
25735852530020,2016-17,11,0,0.0
25735852535409,2016-17,55,11,22.4
25735934737250,2016-17,32,18,56.3
26102640124990,2016-17,196,0,0.0
26102640126698,2016-17,16,0,0.0
26736682633006,2016-17,19,10,62.5
26736922630010,2016-17,68,30,44.1
27102720125765,2016-17,37,17,54.8
27102722730117,2016-17,35,0,0.0
27102722730232,2016-17,92,0,0.0
27102722730265,2016-17,93,0,0.0
27659790135111,2016-17,19,0,0.0
27659872730018,2016-17,16,0,0.0
27659872730414,2016-17,197,144,74.2
27660682730083,2016-17,43,0,0.0
27660682730174,2016-17,239,36,16.5
27660682732170,2016-17,219,52,25.7
27660920111435,2016-17,131,63,52.5
27660922730240,2016-17,58,0,0.0
27660922732253,2016-17,46,0,0.0
27660922732808,2016-17,294,180,64.7
27660922735348,2016-17,265,121,49.6
27661342733657,2016-17,149,101,73.7
27661590124610,2016-17,192,1,3.6
27661592730109,2016-17,534,199,40.9
27661592730166,2016-17,500,222,49.1
27661592733178,2016-17,421,149,39.9
27661592734481,2016-17,112,0,0.0
27661592734556,2016-17,591,299,54.5
27738252730034,2016-17,232,95,42.8
27738252730125,2016-17,85,12,34.3
27738252730141,2016-17,28,0,0.0
27754400106112,2016-17,20,2,14.3
27754402730190,2016-17,319,140,45.8
27754732730067,2016-17,19,0,0.0
27754732730885,2016-17,167,43,27.0
28102802830099,2016-17,51,0,0.0
28662412831758,2016-17,65,26,41.9
28662660101964,2016-17,59,3,7.9
28662660121087,2016-17,369,217,62.0
28662660128314,2016-17,14,0,0.0
28662662830016,2016-17,398,198,53.5
28662662830115,2016-17,96,49,56.3
28662662830149,2016-17,99,0,0.0
28662662835601,2016-17,403,189,50.7
28662902837102,2016-17,119,48,44.0
29102980114314,2016-17,22,0,0.0
29102980126219,2016-17,104,0,0.0
29102980130823,2016-17,329,0,0.0
29102982930147,2016-17,589,0,0.0
29663570112367,2016-17,43,43,100.0
29663570124834,2016-17,15,12,100.0
29663572930030,2016-17,38,4,14.8
29663572930048,2016-17,169,85,52.1
29663572930071,2016-17,70,0,0.0
29663572930089,2016-17,41,0,0.0
29663572935500,2016-17,338,131,41.2
29768776111371,2016-17,16,0,0.0
30103060126037,2016-17,116,53,46.5
30103060132910,2016-17,93,0,0.0
30103060134239,2016-17,21,0,0.0
30103060134841,2016-17,78,0,0.0
30103063030426,2016-17,232,0,0.0
30103063030632,2016-17,131,0,0.0
30103063030764,2016-17,1209,0,0.0
30103066069553,2016-17,23,0,0.0
30664313030038,2016-17,643,395,63.8
30664313030228,2016-17,688,158,28.6
30664313030384,2016-17,99,0,0.0
30664313030616,2016-17,187,179,97.3
30664313032786,2016-17,436,0,0.0
30664313033057,2016-17,575,200,36.4
30664313033115,2016-17,611,322,54.2
30664313033784,2016-17,521,191,41.8
30664313034204,2016-17,435,159,43.4
30664313036712,2016-17,427,165,42.4
30664313038239,2016-17,507,177,38.1
30664316066815,2016-17,14,0,0.0
30664493030624,2016-17,40,0,0.0
30664493030640,2016-17,430,249,59.1
30664640106765,2016-17,578,80,21.3
30664640113381,2016-17,605,359,60.6
30664640124131,2016-17,62,23,41.1
30664643030210,2016-17,525,316,62.3
30664643030574,2016-17,741,428,60.0
30664643030756,2016-17,579,357,62.5
30664643035987,2016-17,115,0,0.0
30664643036001,2016-17,716,411,58.8
30664643038569,2016-17,640,349,56.7
30664646120356,2016-17,65,5,55.6
30665143030335,2016-17,81,1,6.7
30665143030855,2016-17,456,175,39.8
30665143032505,2016-17,469,216,47.9
30665143033362,2016-17,529,273,53.4
30665143033610,2016-17,224,0,0.0
30665143037090,2016-17,436,216,51.4
30665143037348,2016-17,586,400,69.3
30665143037496,2016-17,612,484,81.5
30665223030103,2016-17,98,0,0.0
30665223030434,2016-17,480,270,62.2
30665223032752,2016-17,615,294,49.7
30665223033578,2016-17,578,403,74.2
30665223033933,2016-17,433,206,54.4
30665223035581,2016-17,411,222,58.0
30665223035706,2016-17,413,195,52.8
30665223036555,2016-17,497,263,56.9
30665483030145,2016-17,350,127,41.6
30665483030368,2016-17,82,8,16.0
30665483031895,2016-17,576,258,48.8
30665483032158,2016-17,910,520,61.0
30665483032943,2016-17,677,348,53.5
30665483034410,2016-17,547,228,44.4
30665483038445,2016-17,572,181,36.3
30665483038551,2016-17,163,0,0.0
30665553033206,2016-17,245,182,76.2
30665970111666,2016-17,58,42,75.0
30665973030186,2016-17,62,5,15.6
30665973031697,2016-17,423,346,85.2
30665973031853,2016-17,271,127,50.6
30665973032000,2016-17,282,161,63.4
30665973034907,2016-17,113,0,0.0
30665973035045,2016-17,594,313,55.8
30666210118174,2016-17,42,1,20.0
30666213030046,2016-17,592,373,66.1
30666213031952,2016-17,488,208,44.3
30666213035409,2016-17,421,108,27.5
30666213035748,2016-17,148,0,0.0
30666213038098,2016-17,607,321,55.9
30666470119404,2016-17,398,275,70.0
30666473030053,2016-17,391,219,58.2
30666473030483,2016-17,43,4,10.3
30666473031929,2016-17,465,253,55.5
30666473031945,2016-17,148,1,0.9
30666473038023,2016-17,649,332,53.2
30666476119556,2016-17,16,6,37.5
30666700106567,2016-17,89,47,56.6
30666700108365,2016-17,545,316,59.3
30666700114736,2016-17,596,407,69.7
30666703030475,2016-17,219,2,1.1
30666703030491,2016-17,384,130,36.4
30666703030608,2016-17,78,71,91.0
30666703030723,2016-17,364,330,92.2
30666703034998,2016-17,229,0,0.0
30666703035821,2016-17,340,126,39.6
30666703036357,2016-17,586,193,36.3
30666703036456,2016-17,471,175,41.1
30736353030061,2016-17,605,356,62.6
30736353030079,2016-17,128,0,0.0
30736353030244,2016-17,390,225,60.8
30736353030392,2016-17,678,353,54.0
30736353030509,2016-17,38,2,10.0
30736353034956,2016-17,599,352,61.8
30736430102871,2016-17,636,439,71.6
30736433030590,2016-17,23,1,6.7
30736433032109,2016-17,691,429,63.5
30736433032919,2016-17,115,1,1.1
30736433037553,2016-17,498,314,65.1
30736503030129,2016-17,60,0,0.0
30736503030152,2016-17,491,285,60.8
30736503030285,2016-17,594,398,69.7
30736503030467,2016-17,11,2,22.2
30736503030657,2016-17,535,417,80.5
30736503035102,2016-17,626,442,75.0
30739243033917,2016-17,832,607,74.6
30768930130765,2016-17,14,8,61.5
31103140119214,2016-17,51,0,0.0
31103140126904,2016-17,21,0,0.0
31103143130101,2016-17,14,0,0.0
31103143130259,2016-17,16,0,0.0
31668450121418,2016-17,32,14,48.3
31668940102293,2016-17,36,21,65.6
31668943130135,2016-17,71,1,2.0
31668943131687,2016-17,42,0,0.0
31668943131851,2016-17,137,65,47.8
31668943132453,2016-17,427,264,63.2
31668943135704,2016-17,335,172,53.8
31669280116459,2016-17,432,283,68.0
31669283130119,2016-17,126,11,23.9
31669283130176,2016-17,528,326,65.5
31669283130184,2016-17,510,387,80.5
31669283130309,2016-17,79,0,0.0
31669283135308,2016-17,434,285,69.2
31669283136504,2016-17,463,289,67.1
31669443130010,2016-17,82,52,65.0
31669443130077,2016-17,35,1,6.7
31669443138500,2016-17,171,94,58.0
31669510122507,2016-17,151,16,17.0
31669513130036,2016-17,39,8,66.7
31669513130168,2016-17,179,12,11.0
31669513134657,2016-17,408,156,41.7
31750850108084,2016-17,440,338,77.3
31750850119487,2016-17,109,100,96.2
31750850128561,2016-17,50,0,0.0
31750853130150,2016-17,465,319,71.7
31750853130200,2016-17,67,1,2.2
32669693230083,2016-17,47,2,5.1
32669693232006,2016-17,17,6,37.5
32669693233509,2016-17,16,3,25.0
32669693235603,2016-17,36,9,27.3
32669693236007,2016-17,43,16,39.0
33103300110833,2016-17,215,65,39.9
33103300125237,2016-17,39,0,0.0
33103300128397,2016-17,315,0,0.0
33103300128777,2016-17,94,0,0.0
33103303330123,2016-17,223,0,0.0
33103303331055,2016-17,136,0,0.0
33103306069207,2016-17,42,0,0.0
33316253330834,2016-17,36,0,0.0
33669770125732,2016-17,449,219,49.9
33669770135061,2016-17,98,0,0.0
33669773330008,2016-17,419,159,39.8
33669773334299,2016-17,486,176,39.3
33669773337128,2016-17,76,0,0.0
33669853330214,2016-17,241,94,45.9
33669853330222,2016-17,44,0,0.0
33669853330974,2016-17,61,3,13.6
33669930129882,2016-17,31,2,9.5
33669933330479,2016-17,622,329,55.3
33669933330842,2016-17,77,2,4.2
33670330110106,2016-17,58,0,0.0
33670330110627,2016-17,916,498,55.8
33670330110759,2016-17,198,160,86.5
33670333330131,2016-17,79,0,0.0
33670333330446,2016-17,740,414,57.5
33670333330586,2016-17,344,1,0.4
33670333330701,2016-17,844,546,66.0
33670333331600,2016-17,601,267,46.6
33670333334232,2016-17,486,235,49.4
33670580114504,2016-17,164,0,0.0
33670580118885,2016-17,457,316,71.2
33670583330388,2016-17,480,262,56.8
33670583330669,2016-17,560,293,54.4
33670583330909,2016-17,74,11,17.2
33670583331113,2016-17,156,0,0.0
33670583333192,2016-17,438,169,40.9
33670820106716,2016-17,78,24,32.9
33670820113159,2016-17,325,144,47.8
33670820120675,2016-17,25,25,100.0
33670820128363,2016-17,20,8,40.0
33670823330065,2016-17,261,0,0.0
33670823330503,2016-17,121,2,2.9
33670823330537,2016-17,372,165,48.2
33670823332673,2016-17,534,244,48.6
33670900114157,2016-17,530,212,42.1
33670900127720,2016-17,34,3,14.3
33670903330412,2016-17,363,138,40.2
33670903334687,2016-17,234,0,0.0
33670903337136,2016-17,320,132,44.0
33671160109843,2016-17,112,88,79.3
33671240128868,2016-17,68,5,11.4
33671243330396,2016-17,482,202,44.8
33671243330438,2016-17,573,225,41.8
33671243330800,2016-17,99,0,0.0
33671243331071,2016-17,421,149,38.2
33671243333762,2016-17,135,0,0.0
33671243333770,2016-17,528,206,44.6
33671570125245,2016-17,18,0,0.0
33671573331014,2016-17,123,109,91.6
33671730127316,2016-17,412,155,38.3
33671730133090,2016-17,34,0,0.0
33671733330578,2016-17,286,117,43.5
33671733330818,2016-17,354,125,39.4
33671733331121,2016-17,196,0,0.0
33671733335130,2016-17,396,211,55.1
33671813331139,2016-17,87,0,0.0
33671813335759,2016-17,164,54,35.5
33672070101170,2016-17,109,104,95.4
33672070113191,2016-17,593,201,35.8
33672073330172,2016-17,273,0,0.0
33672073330727,2016-17,620,251,42.7
33672073335973,2016-17,497,137,30.7
33672150115709,2016-17,25,9,42.9
33672150131359,2016-17,41,39,95.1
33672153330024,2016-17,418,239,61.1
33672153330362,2016-17,160,5,6.4
33672153330511,2016-17,14,0,0.0
33672153330677,2016-17,63,0,0.0
33672153330859,2016-17,773,451,60.2
33672153334406,2016-17,472,222,49.8
33672153336237,2016-17,590,283,50.4
33672153336492,2016-17,480,232,50.0
33672153336955,2016-17,93,1,1.5
33672493331006,2016-17,87,1,1.9
33672493337649,2016-17,121,1,1.2
33672493337656,2016-17,465,195,44.3
33672496114748,2016-17,52,49,96.1
33736760100255,2016-17,409,136,40.0
