cds14,cupc_year,enroll_9_12,upp_pct,lcff_plus_flag
36678270137216,2022-2023,186,85.48,Y
36678270137208,2022-2023,259,92.66,Y
36678270137224,2022-2023,345,82.61,Y
36678270113928,2022-2023,847,79.22,Y
36678430118802,2022-2023,2150,65.16,N
36678433630928,2022-2023,159,23.27,N
36678430000001,2022-2023,11,45.45,N
36678433634995,2022-2023,282,89.01,Y
36678430127837,2022-2023,33,69.7,N
36678433630779,2022-2023,1853,67.84,N
36678433635042,2022-2023,2232,63.17,N
36678503630159,2022-2023,240,86.67,Y
36678503633005,2022-2023,2207,87.72,Y
36678500000001,2022-2023,10,50.0,N
36678503630597,2022-2023,2886,83.71,Y
36678500102830,2022-2023,2212,76.49,Y
36678503630530,2022-2023,325,87.38,Y
36678686068779,2022-2023,12,83.33,Y
36678683630241,2022-2023,46,65.22,N
36678680000001,2022-2023,2,50.0,N
36678683635265,2022-2023,917,59.21,N
36678680133181,2022-2023,30,53.33,N
36678763630548,2022-2023,47,95.74,Y
36678766036990,2022-2023,72,84.72,Y
36678763631082,2022-2023,2785,93.93,Y
36678760107730,2022-2023,51,82.35,Y
36678763632221,2022-2023,2750,81.64,Y
36678760136952,2022-2023,579,81.69,Y
36678760125450,2022-2023,1901,94.53,Y
36678763631090,2022-2023,254,87.4,Y
36678760000001,2022-2023,35,68.57,N
36678760120568,2022-2023,828,89.73,Y
36678763634680,2022-2023,1166,95.54,Y
36678763630993,2022-2023,206,84.95,Y
36678760109850,2022-2023,223,96.41,Y
36678763630308,2022-2023,499,95.99,Y
36678763635844,2022-2023,1480,93.51,Y
36678763636081,2022-2023,1542,89.82,Y
36678760137935,2022-2023,1,100.0,Y
36678763632809,2022-2023,479,93.95,Y
36678760141689,2022-2023,265,92.08,Y
36678923636487,2022-2023,75,76.0,Y
36679340125419,2022-2023,2223,81.6,Y
36679346114698,2022-2023,725,70.62,N
36679343630100,2022-2023,108,84.26,Y
36679340138123,2022-2023,233,78.11,Y
36679340137638,2022-2023,314,81.21,Y
36679340000001,2022-2023,13,61.54,N
36679343630670,2022-2023,625,88.8,Y
36679343630787,2022-2023,2175,75.72,Y
36679340110064,2022-2023,730,71.37,N
36679343638012,2022-2023,2045,84.79,Y
36679340140202,2022-2023,95,77.89,Y
36679593633351,2022-2023,111,77.48,Y
36679590119164,2022-2023,2,50.0,N
36679590000001,2022-2023,2,100.0,Y
36679590101410,2022-2023,79,87.34,Y
36679593638509,2022-2023,2830,56.96,N
36738583630076,2022-2023,40,70.0,N
36738903630282,2022-2023,29,79.31,Y
36738903631199,2022-2023,29,72.41,N
36738903630274,2022-2023,369,59.62,N
36739573630365,2022-2023,193,64.77,N
36739573631108,2022-2023,16,68.75,N
36739573630233,2022-2023,2145,64.34,N
36739573630589,2022-2023,116,69.83,N
36750440115444,2022-2023,235,88.09,Y
36750440116707,2022-2023,405,53.33,N
36750443630944,2022-2023,25,68.0,N
36750443630407,2022-2023,2275,67.25,N
36750440114389,2022-2023,260,75.0,Y
36750443630472,2022-2023,329,78.42,Y
36750440000001,2022-2023,9,66.67,N
36750440119115,2022-2023,2492,51.93,N
36750443630811,2022-2023,198,66.67,N
36750443630746,2022-2023,2169,56.2,N
36750440107516,2022-2023,164,81.71,Y
36750510136432,2022-2023,2023,88.68,Y
36750510136960,2022-2023,196,52.55,N
36750510137794,2022-2023,374,39.57,N
36750510139188,2022-2023,520,51.35,N
36750513630563,2022-2023,274,90.51,Y
36750513630696,2022-2023,9,88.89,Y
36750510115089,2022-2023,518,39.96,N
36750510138107,2022-2023,113,55.75,N
36750693630456,2022-2023,166,92.77,Y
36750690000001,2022-2023,14,57.14,N
36750693637584,2022-2023,3070,69.38,N
36750773631207,2022-2023,435,42.76,N
36750773630423,2022-2023,2206,64.23,N
36750773630894,2022-2023,1759,73.91,N
36750773631009,2022-2023,247,81.38,Y
36750770000001,2022-2023,14,71.43,N
37103710134577,2022-2023,190,53.16,N
37103710137752,2022-2023,108,57.41,N
37103710138792,2022-2023,30,70.0,N
37103716119119,2022-2023,295,43.73,N
37103710120493,2022-2023,81,100.0,Y
37103711996545,2022-2023,32,46.88,N
37103710128520,2022-2023,404,93.56,Y
37103710128538,2022-2023,179,100.0,Y
37103716069355,2022-2023,23,21.74,N
37103710115998,2022-2023,39,100.0,Y
37679833730447,2022-2023,124,87.9,Y
37679830134890,2022-2023,2332,77.57,Y
37679910140558,2022-2023,198,74.75,N
37680236115778,2022-2023,397,61.71,N
37680230138073,2022-2023,158,42.41,N
37680236037980,2022-2023,580,75.17,Y
37680313731478,2022-2023,1045,16.56,N
37680310000001,2022-2023,4,0.0,N
37680490132506,2022-2023,615,42.76,N
37680490136614,2022-2023,304,89.14,Y
37680490129221,2022-2023,206,45.15,N
37680490136416,2022-2023,642,43.93,N
37681060137034,2022-2023,93,60.22,N
37681060111195,2022-2023,1283,21.51,N
37681060127241,2022-2023,777,71.3,N
37681063731023,2022-2023,927,47.25,N
37681063732062,2022-2023,1898,87.83,Y
37681060000001,2022-2023,19,26.32,N
37681063735313,2022-2023,1974,89.01,Y
37681063730058,2022-2023,1936,75.21,Y
37681063732054,2022-2023,277,89.89,Y
37681223732179,2022-2023,1924,72.82,N
37681223732195,2022-2023,103,91.26,Y
37681220000001,2022-2023,3,66.67,N
37681223730967,2022-2023,66,62.12,N
37681303732559,2022-2023,62,87.1,Y
37681303731692,2022-2023,1652,92.31,Y
37681303731809,2022-2023,1825,53.37,N
37681303731486,2022-2023,43,60.47,N
37681303732336,2022-2023,2398,60.84,N
37681303732625,2022-2023,2175,60.69,N
37681303731536,2022-2023,49,46.94,N
37681303732732,2022-2023,2502,62.11,N
37681300132548,2022-2023,140,51.43,N
37681300128793,2022-2023,79,82.28,Y
37681303734548,2022-2023,1569,78.52,Y
37681303734761,2022-2023,1480,83.38,Y
37681300000001,2022-2023,63,36.51,N
37681300128819,2022-2023,23,100.0,Y
37681303737905,2022-2023,1736,46.66,N
37681303731262,2022-2023,2168,56.87,N
37681300139063,2022-2023,137,56.93,N
37681303730066,2022-2023,1911,66.61,N
37681303730702,2022-2023,1532,38.38,N
37681556117303,2022-2023,43,55.81,N
37681630139402,2022-2023,195,83.08,Y
37681630137109,2022-2023,404,84.41,Y
37681630128421,2022-2023,30,63.33,N
37681630138628,2022-2023,15,46.67,N
37681633731239,2022-2023,90,38.89,N
37681713733219,2022-2023,100,58.0,N
37681893731072,2022-2023,175,14.86,N
37682133730934,2022-2023,13,92.31,Y
37682130127084,2022-2023,187,69.52,N
37682130136978,2022-2023,186,48.92,N
37682133730991,2022-2023,23,73.91,N
37682130138636,2022-2023,40,50.0,N
37682130129668,2022-2023,152,73.03,N
37682133734878,2022-2023,433,57.74,N
37682130123224,2022-2023,365,65.21,N
37682963735842,2022-2023,218,36.7,N
37682960118935,2022-2023,2531,11.89,N
37682963730074,2022-2023,1865,19.36,N
37682960000001,2022-2023,44,18.18,N
37682963735867,2022-2023,2233,25.57,N
37682960141390,2022-2023,37,21.62,N
37682963730819,2022-2023,2318,16.13,N
37682963731528,2022-2023,2257,11.65,N
37683040102178,2022-2023,28,71.43,N
37683043735958,2022-2023,113,77.88,Y
37683040131250,2022-2023,84,36.9,N
37683040000001,2022-2023,3,33.33,N
37683046105563,2022-2023,1,0.0,N
37683043735974,2022-2023,1494,55.02,N
37683383731130,2022-2023,13,76.92,Y
37683380136663,2022-2023,93,95.7,Y
37683383731395,2022-2023,206,64.56,N
37683383730173,2022-2023,1307,56.69,N
37683383730959,2022-2023,1209,73.95,N
37683380124347,2022-2023,69,100.0,Y
37683383731213,2022-2023,835,53.29,N
37683380107177,2022-2023,1193,91.03,Y
37683380127647,2022-2023,398,76.63,Y
37683380118315,2022-2023,109,73.39,N
37683383737962,2022-2023,208,95.19,Y
37683380119610,2022-2023,722,86.57,Y
37683380114462,2022-2023,525,80.57,Y
37683383732781,2022-2023,2607,36.06,N
37683383731247,2022-2023,521,38.96,N
37683380106732,2022-2023,396,38.13,N
37683380108787,2022-2023,389,39.33,N
37683380126938,2022-2023,38,42.11,N
37683383732997,2022-2023,2265,84.9,Y
37683380120410,2022-2023,203,67.49,N
37683380131979,2022-2023,142,92.25,Y
37683380107094,2022-2023,357,76.19,Y
37683380107078,2022-2023,344,74.13,N
37683380107102,2022-2023,311,69.77,N
37683380107086,2022-2023,332,81.63,Y
37683380118851,2022-2023,258,97.29,Y
37683383733508,2022-2023,1227,27.55,N
37683380106799,2022-2023,58,27.59,N
37683380114025,2022-2023,1407,91.4,Y
37683380140319,2022-2023,193,92.23,Y
37683383733698,2022-2023,944,78.81,Y
37683383730181,2022-2023,2219,56.15,N
37683383734431,2022-2023,1169,49.44,N
37683383734654,2022-2023,1675,76.84,Y
37683383730751,2022-2023,122,23.77,N
37683380000001,2022-2023,136,44.12,N
37683383735750,2022-2023,1714,41.66,N
37683383731189,2022-2023,472,90.68,Y
37683386040083,2022-2023,65,78.46,Y
37683380107219,2022-2023,2105,65.84,N
37683380107482,2022-2023,100,50.0,N
37683383730371,2022-2023,769,54.36,N
37683380122788,2022-2023,228,26.75,N
37683383730884,2022-2023,1984,20.77,N
37683386061964,2022-2023,611,64.81,N
37683383731056,2022-2023,403,85.36,Y
37683383730231,2022-2023,328,89.33,Y
37683383730314,2022-2023,1543,48.93,N
37683380135913,2022-2023,87,71.26,N
37683383730363,2022-2023,38,73.68,N
37683460106328,2022-2023,2336,12.5,N
37683463731007,2022-2023,1642,20.16,N
37683460000001,2022-2023,19,26.32,N
37683463737418,2022-2023,2089,23.41,N
37683463737384,2022-2023,112,43.75,N
37683463730033,2022-2023,2614,19.82,N
37684036120893,2022-2023,1046,61.66,N
37684030125401,2022-2023,143,66.43,N
37684113731460,2022-2023,21,95.24,Y
37684113730405,2022-2023,2140,46.36,N
37684113730801,2022-2023,1433,90.93,Y
37684113731064,2022-2023,2053,87.77,Y
37684110115873,2022-2023,54,57.41,N
37684113730843,2022-2023,2783,27.09,N
37684116059778,2022-2023,237,93.25,Y
37684113732849,2022-2023,1885,79.95,Y
37684110140939,2022-2023,434,62.44,N
37684113731304,2022-2023,236,97.03,Y
37684113733953,2022-2023,1376,82.99,Y
37684113738234,2022-2023,1745,87.62,Y
37684110000001,2022-2023,58,50.0,N
37684110111831,2022-2023,2341,29.56,N
37684113731155,2022-2023,60,66.67,N
37684113731627,2022-2023,2491,37.82,N
37684113732047,2022-2023,234,89.32,Y
37684113731502,2022-2023,2316,88.77,Y
37684113730124,2022-2023,1645,96.23,Y
37684113738226,2022-2023,2679,93.65,Y
37684523732039,2022-2023,136,82.35,Y
37684520124917,2022-2023,35,51.43,N
37684523730942,2022-2023,519,62.04,N
37684520115451,2022-2023,230,81.74,Y
37684520118430,2022-2023,1640,37.93,N
37684520000001,2022-2023,18,38.89,N
37684520114264,2022-2023,173,53.76,N
37684523730728,2022-2023,1959,64.22,N
37684520106120,2022-2023,743,92.06,Y
37684523730207,2022-2023,117,61.54,N
37684523738705,2022-2023,2030,76.35,Y
37684520126300,2022-2023,46,65.22,N
37735513730694,2022-2023,2290,24.28,N
37735513731163,2022-2023,49,18.37,N
37735513730017,2022-2023,59,62.71,N
37735510000001,2022-2023,19,15.79,N
37735510127423,2022-2023,1392,20.76,N
37735690136267,2022-2023,606,30.86,N
37735693739018,2022-2023,2637,67.27,N
37735690000001,2022-2023,9,22.22,N
37735693735206,2022-2023,1907,74.46,N
37735690140343,2022-2023,57,84.21,Y
37735693731221,2022-2023,485,69.9,N
37735690140079,2022-2023,232,71.98,N
37735693739026,2022-2023,209,88.52,Y
37737913730793,2022-2023,85,43.53,N
37737910105726,2022-2023,2892,46.44,N
37737910000001,2022-2023,18,11.11,N
37737910138222,2022-2023,50,46.0,N
37737913737632,2022-2023,3380,34.82,N
37737913730215,2022-2023,235,65.53,N
37754166119275,2022-2023,38,100.0,Y
37754160132472,2022-2023,144,54.17,N
37754160139386,2022-2023,179,39.66,N
37754160139451,2022-2023,179,36.87,N
37754160139378,2022-2023,83,27.71,N
37754160138651,2022-2023,144,63.89,N
37754163730975,2022-2023,59,71.19,N
37756140000001,2022-2023,6,33.33,N
37756143731312,2022-2023,85,84.71,Y
37756143731114,2022-2023,1181,60.97,N
37756143731601,2022-2023,59,72.88,N
37764710114678,2022-2023,639,41.63,N
37764710137067,2022-2023,434,34.56,N
37764710114694,2022-2023,418,40.43,N
37768510129320,2022-2023,323,51.08,N
37768510000001,2022-2023,4,75.0,Y
37770990136077,2022-2023,246,71.14,N
37771070136473,2022-2023,332,75.9,Y
37771560137323,2022-2023,8,37.5,N
38103890000001,2022-2023,75,30.67,N
38103893830445,2022-2023,58,86.21,Y
38103893830361,2022-2023,9,100.0,Y
38103893830395,2022-2023,84,97.62,Y
38103896069561,2022-2023,42,35.71,N
38684780119958,2022-2023,320,64.06,N
38684783830387,2022-2023,679,19.15,N
38684783830288,2022-2023,1278,66.98,N
38684783830254,2022-2023,1060,70.19,N
38684780107300,2022-2023,473,76.32,Y
38684783830064,2022-2023,103,79.61,Y
38684780101774,2022-2023,135,54.81,N
38684780118141,2022-2023,3019,50.02,N
38684783831765,2022-2023,1826,66.21,N
38684783830437,2022-2023,489,52.76,N
38684783830197,2022-2023,205,52.68,N
38684780102103,2022-2023,201,75.62,Y
38684780127530,2022-2023,316,85.76,Y
38684783830429,2022-2023,41,87.8,Y
38684783833241,2022-2023,1997,54.33,N
38684783833407,2022-2023,2632,41.07,N
38684783830403,2022-2023,457,85.56,Y
38684783834082,2022-2023,1041,72.24,N
38684783834769,2022-2023,506,81.62,Y
38684780119875,2022-2023,401,94.76,Y
38684783830205,2022-2023,549,54.1,N
38684783839081,2022-2023,2036,50.88,N
38684783830031,2022-2023,152,78.29,Y
39103973930195,2022-2023,42,100.0,Y
39103970000001,2022-2023,4,100.0,Y
39103970120717,2022-2023,832,80.05,Y
39103973930468,2022-2023,871,84.5,Y
39103976069215,2022-2023,204,52.94,N
39103973930476,2022-2023,986,69.88,N
39685020126011,2022-2023,33,30.3,N
39685023932308,2022-2023,812,43.6,N
39685023930054,2022-2023,37,56.76,N
39685693933801,2022-2023,2936,58.07,N
39685690000001,2022-2023,16,56.25,N
39685693933793,2022-2023,161,86.96,Y
39685773933959,2022-2023,761,69.78,N
39685770118307,2022-2023,29,100.0,Y
39685850101956,2022-2023,685,49.93,N
39685853930237,2022-2023,1937,77.8,Y
39685850102657,2022-2023,5,20.0,N
39685853930344,2022-2023,156,70.51,N
39685853934767,2022-2023,134,87.31,Y
39685853934783,2022-2023,2070,60.82,N
39685853930443,2022-2023,315,56.83,N
39685850102640,2022-2023,2,100.0,Y
39685850000001,2022-2023,48,54.17,N
39685853930278,2022-2023,117,74.36,N
39685850122580,2022-2023,324,64.81,N
39685850108225,2022-2023,1768,78.85,Y
39685853934759,2022-2023,2059,71.1,N
39685850125369,2022-2023,1,100.0,Y
39685850139261,2022-2023,173,60.69,N
39685933935111,2022-2023,180,67.78,N
39685933932001,2022-2023,1593,57.88,N
39685930116376,2022-2023,1535,50.23,N
39685933935103,2022-2023,1811,62.95,N
39685930112565,2022-2023,99,78.79,Y
39685930000001,2022-2023,16,50.0,N
39685933930310,2022-2023,1693,44.36,N
39685930101576,2022-2023,1265,68.3,N
39686270127191,2022-2023,881,62.66,N
39686276119309,2022-2023,329,55.02,N
39686270136135,2022-2023,232,53.02,N
39686270136028,2022-2023,122,74.59,N
39686270126755,2022-2023,344,78.49,Y
39686270133116,2022-2023,188,64.89,N
39686270129916,2022-2023,100,30.0,N
39686500125849,2022-2023,806,47.39,N
39686500128215,2022-2023,29,79.31,Y
39686500000001,2022-2023,3,0.0,N
39686503935756,2022-2023,998,30.76,N
39686760118497,2022-2023,402,67.41,N
39686760108159,2022-2023,2257,71.69,N
39686766104368,2022-2023,93,65.59,N
39686763932100,2022-2023,2558,79.32,Y
39686760115402,2022-2023,206,74.27,N
39686763932654,2022-2023,2168,76.52,Y
39686760123802,2022-2023,407,72.73,N
39686763930211,2022-2023,189,91.53,Y
39686760000001,2022-2023,27,70.37,N
39686760124248,2022-2023,184,56.52,N
39686763937406,2022-2023,1773,75.86,Y
39686760120733,2022-2023,223,34.98,N
39686760119743,2022-2023,428,59.81,N
39686760119784,2022-2023,135,71.11,N
39686766095236,2022-2023,37,70.27,N
39686763930427,2022-2023,378,74.6,N
39754993930393,2022-2023,21,90.48,Y
39754990114140,2022-2023,123,85.37,Y
39754990119040,2022-2023,1607,39.45,N
39754993930302,2022-2023,2107,58.57,N
39754990102392,2022-2023,478,36.19,N
39754996042840,2022-2023,1,100.0,Y
39754990000001,2022-2023,16,68.75,N
39754993938008,2022-2023,1768,47.29,N
39754990139949,2022-2023,185,64.86,N
39767600128967,2022-2023,2142,15.78,N
39773880141242,2022-2023,108,40.74,N
40104050101725,2022-2023,212,80.66,Y
40104056106769,2022-2023,8,87.5,Y
40104054030250,2022-2023,62,96.77,Y
40104054030078,2022-2023,9,100.0,Y
40687004030102,2022-2023,158,45.57,N
40687004030755,2022-2023,1173,47.4,N
40687000000001,2022-2023,3,66.67,N
40687004030151,2022-2023,76,65.79,N
40687594030557,2022-2023,1991,48.67,N
40687590125328,2022-2023,267,46.44,N
40687594033205,2022-2023,128,87.5,Y
40687594030268,2022-2023,891,69.36,N
40687590000001,2022-2023,1,0.0,N
40687596043095,2022-2023,1,100.0,Y
40687590140194,2022-2023,96,53.12,N
40688094034807,2022-2023,795,39.62,N
40688094030045,2022-2023,64,81.25,Y
40688090118695,2022-2023,18,27.78,N
40688094036703,2022-2023,1644,28.89,N
40688334037008,2022-2023,86,73.26,N
40688414030128,2022-2023,14,64.29,N
40688410000001,2022-2023,1,0.0,N
40688414037701,2022-2023,775,19.48,N
40688414030185,2022-2023,95,32.63,N
40754570119354,2022-2023,130,66.15,N
40754574035762,2022-2023,176,70.45,N
40754570000001,2022-2023,2,0.0,N
40754574035754,2022-2023,2093,62.69,N
40754654032009,2022-2023,149,67.11,N
40754654030144,2022-2023,11,90.91,Y
41104130117143,2022-2023,7,100.0,Y
41104130113332,2022-2023,13,61.54,N
41104134130076,2022-2023,12,100.0,Y
41104130128652,2022-2023,7,100.0,Y
41104130000001,2022-2023,2,0.0,N
41104130135269,2022-2023,92,85.87,Y
41104136069363,2022-2023,30,60.0,N
41688904132817,2022-2023,1024,34.47,N
41688906043665,2022-2023,1,100.0,Y
41688900000001,2022-2023,2,0.0,N
41688904130027,2022-2023,38,57.89,N
41689160112284,2022-2023,352,53.12,N
41689244133393,2022-2023,1159,50.73,N
41689240000001,2022-2023,18,33.33,N
41689244135075,2022-2023,535,23.18,N
41689240127548,2022-2023,442,28.96,N
41689244137535,2022-2023,739,22.6,N
41689244137592,2022-2023,77,58.44,N
41689244137790,2022-2023,1302,41.47,N
41689404135331,2022-2023,80,66.25,N
41690474130217,2022-2023,1740,18.1,N
41690474130472,2022-2023,1519,14.35,N
41690474130738,2022-2023,1091,37.4,N
41690470129759,2022-2023,545,8.07,N
41690474133070,2022-2023,1629,27.81,N
41690474134557,2022-2023,1141,21.03,N
41690470000001,2022-2023,43,20.93,N
41690470135814,2022-2023,166,73.49,N
41690474136370,2022-2023,1613,40.79,N
41690624130993,2022-2023,2322,11.58,N
41690620126722,2022-2023,299,78.26,Y
41690620119503,2022-2023,295,78.64,Y
41690620139915,2022-2023,220,90.91,Y
41690624133716,2022-2023,2125,36.52,N
41690620000001,2022-2023,34,29.41,N
41690624135687,2022-2023,196,72.45,N
41690624136693,2022-2023,1909,43.53,N
41690620112722,2022-2023,389,65.81,N
41690620138420,2022-2023,243,39.92,N
41690624138053,2022-2023,1694,30.22,N
41690704130324,2022-2023,122,52.46,N
41690704132551,2022-2023,1172,27.05,N
41690700000001,2022-2023,11,27.27,N
41690704137279,2022-2023,1280,48.2,N
42104214230207,2022-2023,5,100.0,Y
42104214230157,2022-2023,19,100.0,Y
42104216069223,2022-2023,14,85.71,Y
42691120111773,2022-2023,167,38.92,N
42691120124255,2022-2023,63,17.46,N
42691120137877,2022-2023,56,35.71,N
42691120137885,2022-2023,52,28.85,N
42691464230587,2022-2023,653,73.35,N
42691460000001,2022-2023,2,100.0,Y
42692294230454,2022-2023,1066,45.31,N
42692290132738,2022-2023,18,83.33,Y
42692294233060,2022-2023,1690,70.65,N
42692294233029,2022-2023,122,82.79,Y
42692290000001,2022-2023,1,0.0,N
42692600116434,2022-2023,627,29.98,N
42693104231452,2022-2023,341,91.2,Y
42693104234613,2022-2023,2494,66.2,N
42693100102285,2022-2023,3220,77.17,Y
42693104236030,2022-2023,3196,91.86,Y
42693284230074,2022-2023,6,50.0,N
42693284236345,2022-2023,847,26.8,N
42750100138891,2022-2023,51,33.33,N
42750104231205,2022-2023,59,89.83,Y
42750104230173,2022-2023,2,100.0,Y
42767860120402,2022-2023,116,69.83,N
42767864231726,2022-2023,2034,44.44,N
42767864232690,2022-2023,80,90.0,Y
42767860000001,2022-2023,3,66.67,N
42767864235230,2022-2023,2020,57.92,N
42767864235727,2022-2023,2107,61.89,N
42771980138362,2022-2023,109,57.8,N
42772060138370,2022-2023,81,80.25,Y
42772140138388,2022-2023,22,50.0,N
42772220138396,2022-2023,62,59.68,N
43104390123257,2022-2023,259,77.22,Y
43104390000001,2022-2023,17,100.0,Y
43104390135087,2022-2023,337,87.83,Y
43104394330320,2022-2023,76,65.79,N
43104394330254,2022-2023,53,100.0,Y
43104396069371,2022-2023,428,56.54,N
43104390128090,2022-2023,363,31.68,N
43104390123794,2022-2023,314,28.98,N
43104390113431,2022-2023,462,36.58,N
43694014330759,2022-2023,179,74.86,N
43694014330866,2022-2023,1989,31.17,N
43694014331955,2022-2023,1293,71.85,N
43694014330239,2022-2023,1812,18.76,N
43694010000001,2022-2023,30,36.67,N
43694014336137,2022-2023,1459,46.95,N
43694014338505,2022-2023,1741,38.08,N
43694270125617,2022-2023,370,85.68,Y
43694270132274,2022-2023,455,90.33,Y
43694274332995,2022-2023,1715,72.24,N
43694274330361,2022-2023,151,78.15,Y
43694270131995,2022-2023,264,92.42,Y
43694270125427,2022-2023,179,71.51,N
43694274330726,2022-2023,99,100.0,Y
43694270107151,2022-2023,528,99.43,Y
43694274330692,2022-2023,2767,21.83,N
43694274332318,2022-2023,247,83.4,Y
43694274330031,2022-2023,2517,54.71,N
43694274333639,2022-2023,887,74.41,N
43694270116889,2022-2023,516,75.39,Y
43694274330668,2022-2023,408,86.27,Y
43694270130856,2022-2023,270,84.44,Y
43694274334900,2022-2023,1209,67.82,N
43694270000001,2022-2023,62,45.16,N
43694274335204,2022-2023,1522,58.8,N
43694274330353,2022-2023,132,65.15,N
43694274330312,2022-2023,80,56.25,N
