cds14,cupc_year,enroll_9_12,upp_pct,lcff_plus_flag
52715715235106,2023-2024,194,62.37,N
52716395237201,2023-2024,1584,80.18,Y
52716395237151,2023-2024,125,88.0,Y
53105380125633,2023-2024,108,88.89,Y
53738335330030,2023-2024,1,100.0,Y
53738335337423,2023-2024,12,58.33,N
53750285337407,2023-2024,95,86.32,Y
53750285330022,2023-2024,6,100.0,Y
53765135330014,2023-2024,21,90.48,Y
53765135337456,2023-2024,290,62.76,N
53765135330097,2023-2024,3,66.67,N
54105466119291,2023-2024,121,59.5,N
54105465430327,2023-2024,131,83.21,Y
54105466069439,2023-2024,544,75.92,Y
54105465430343,2023-2024,11,81.82,Y
54105465430061,2023-2024,64,100.0,Y
54105460119602,2023-2024,247,79.76,Y
54105460124057,2023-2024,14,57.14,N
54718035430301,2023-2024,106,82.08,Y
54718030112458,2023-2024,379,64.38,N
54718110139477,2023-2024,146,57.53,N
54718370109009,2023-2024,577,75.56,Y
54718605430244,2023-2024,7,85.71,Y
54718605430095,2023-2024,8,75.0,Y
54718605430806,2023-2024,56,89.29,Y
54718605433230,2023-2024,1084,96.59,Y
54719935430194,2023-2024,72,93.06,Y
54719935430236,2023-2024,19,94.74,Y
54719935432414,2023-2024,1109,87.65,Y
54719930124776,2023-2024,43,93.02,Y
54721400136507,2023-2024,757,86.26,Y
54722490133793,2023-2024,179,93.85,Y
54722490107649,2023-2024,29,82.76,Y
54722490116368,2023-2024,1741,75.01,Y
54722490130708,2023-2024,181,92.27,Y
54722495430145,2023-2024,35,97.14,Y
54722495435409,2023-2024,1622,83.66,Y
54722495435466,2023-2024,1886,81.55,Y
54722560139212,2023-2024,22,81.82,Y
54722565430368,2023-2024,1942,58.03,N
54722565430046,2023-2024,2009,67.79,N
54722565432828,2023-2024,1629,69.86,N
54722565434527,2023-2024,2468,43.11,N
54722565435839,2023-2024,335,85.07,Y
54722560109751,2023-2024,552,68.3,N
54722560120659,2023-2024,230,54.78,N
54753255430277,2023-2024,53,94.34,Y
54753255430210,2023-2024,728,83.65,Y
54755230114348,2023-2024,444,93.02,Y
54755235430624,2023-2024,170,97.65,Y
54755235430251,2023-2024,1168,95.46,Y
54755230116590,2023-2024,512,72.46,N
54755235432786,2023-2024,1934,81.28,Y
54755235434113,2023-2024,2136,88.72,Y
54755230137968,2023-2024,168,84.52,Y
54755235434931,2023-2024,281,91.1,Y
54755235430228,2023-2024,13,92.31,Y
54755315431184,2023-2024,2115,83.83,Y
54755310102186,2023-2024,79,96.2,Y
54755315431119,2023-2024,70,95.71,Y
54767945436258,2023-2024,36,100.0,Y
54767945430285,2023-2024,7,100.0,Y
54767945436282,2023-2024,668,88.47,Y
54768365430319,2023-2024,11,81.82,Y
54768365430087,2023-2024,45,75.56,Y
54768365431598,2023-2024,900,58.11,N
54768365431614,2023-2024,35,80.0,Y
55105530134569,2023-2024,10,100.0,Y
55105535530118,2023-2024,14,85.71,Y
55105535530142,2023-2024,7,42.86,N
55723895530019,2023-2024,35,71.43,N
55723890000001,2023-2024,7,14.29,N
55723895536503,2023-2024,960,40.0,N
55723895530043,2023-2024,90,55.56,N
55724135530100,2023-2024,1,100.0,Y
55724135530191,2023-2024,109,39.45,N
55724130112276,2023-2024,161,55.9,N
55724135530050,2023-2024,10,80.0,Y
55724135530175,2023-2024,2,50.0,N
55724135530092,2023-2024,2,50.0,N
55724135536750,2023-2024,486,45.88,N
55751845530084,2023-2024,34,50.0,N
55751845530076,2023-2024,53,43.4,N
56105615630397,2023-2024,71,88.73,Y
56105610135780,2023-2024,46,67.39,N
56105615630223,2023-2024,52,100.0,Y
56105610122713,2023-2024,116,45.69,N
56105610135798,2023-2024,49,53.06,N
56105616069231,2023-2024,77,36.36,N
56105610109900,2023-2024,1327,84.7,Y
56724545632021,2023-2024,992,76.71,Y
56724540124750,2023-2024,23,73.91,N
56724540000001,2023-2024,1,100.0,Y
56724545630173,2023-2024,97,91.75,Y
56724705630363,2023-2024,90,40.0,N
56725205631817,2023-2024,49,63.27,N
56725200000001,2023-2024,1,0.0,N
56725205634076,2023-2024,620,40.48,N
56725200139626,2023-2024,64,39.06,N
56725205630405,2023-2024,3,66.67,N
56725465631619,2023-2024,1932,35.25,N
56725460141838,2023-2024,166,56.63,N
56725460120634,2023-2024,254,38.58,N
56725460115105,2023-2024,4,50.0,N
56725465631742,2023-2024,2444,85.15,Y
56725460125674,2023-2024,422,71.09,N
56725460141929,2023-2024,472,81.78,Y
56725465630066,2023-2024,324,91.67,Y
56725465632849,2023-2024,2080,88.41,Y
56725460000001,2023-2024,22,63.64,N
56725465634548,2023-2024,2593,70.42,N
56725460136804,2023-2024,195,72.82,N
56725465630389,2023-2024,2928,79.64,Y
56725460131698,2023-2024,845,35.03,N
56725465634761,2023-2024,2078,69.01,N
56725530139592,2023-2024,156,74.36,N
56726035634993,2023-2024,110,74.55,N
56726035630249,2023-2024,293,46.42,N
56726030000001,2023-2024,15,20.0,N
56726035635008,2023-2024,1933,45.27,N
56726035630322,2023-2024,1002,34.13,N
56726035636188,2023-2024,1921,38.78,N
56726525630793,2023-2024,1685,59.23,N
56726525630298,2023-2024,218,34.4,N
56726525630348,2023-2024,962,35.14,N
56726520000001,2023-2024,9,77.78,Y
56726525630272,2023-2024,198,90.91,Y
56726525637822,2023-2024,2036,56.88,N
56737590123349,2023-2024,152,22.37,N
56737595630108,2023-2024,82,64.63,N
56737595633748,2023-2024,2080,21.06,N
56737590000001,2023-2024,10,50.0,N
56737595637004,2023-2024,1728,27.72,N
56737595630116,2023-2024,2010,20.5,N
56738745630132,2023-2024,1410,14.11,N
56738745630256,2023-2024,140,12.14,N
56738745630199,2023-2024,28,32.14,N
56739400121426,2023-2024,53,39.62,N
56739405633250,2023-2024,1821,34.98,N
56739405630371,2023-2024,101,13.86,N
56768280000001,2023-2024,1,0.0,N
56768285636170,2023-2024,124,91.94,Y
56768285635776,2023-2024,1659,78.6,Y
57105790113787,2023-2024,60,86.67,Y
57105795730106,2023-2024,5,100.0,Y
57105796077275,2023-2024,84,55.95,N
57726780119578,2023-2024,354,13.84,N
57726785730098,2023-2024,100,19.0,N
57726785732201,2023-2024,1789,21.86,N
57726780106674,2023-2024,195,32.82,N
57726785732219,2023-2024,50,66.0,N
57726780000001,2023-2024,3,0.0,N
57726786060396,2023-2024,209,18.66,N
57726786066245,2023-2024,176,10.8,N
57726865732904,2023-2024,281,79.36,Y
57726865730056,2023-2024,20,75.0,Y
57726940000001,2023-2024,7,71.43,N
57726945735154,2023-2024,2209,67.59,N
57726940135939,2023-2024,149,73.15,N
57726945739552,2023-2024,97,90.72,Y
57727020139436,2023-2024,120,51.67,N
57727020000001,2023-2024,1,0.0,N
57727025738505,2023-2024,434,66.82,N
57727025730049,2023-2024,22,86.36,Y
57727105738810,2023-2024,144,86.81,Y
57727100000001,2023-2024,6,33.33,N
57727100101162,2023-2024,1635,72.6,N
57727105738802,2023-2024,1171,79.76,Y
58105875830047,2023-2024,32,100.0,Y
58105870113274,2023-2024,18,94.44,Y
58105875830112,2023-2024,212,89.62,Y
58105876069249,2023-2024,57,36.84,N
58727286115935,2023-2024,200,55.0,N
58727365830054,2023-2024,167,77.25,Y
58727365830013,2023-2024,1214,75.29,Y
58727365830138,2023-2024,228,40.79,N
58727365835202,2023-2024,1067,59.42,N
58727360142109,2023-2024,17,47.06,N
58727360000001,2023-2024,3,66.67,N
58727365830096,2023-2024,268,77.99,Y
58727690133751,2023-2024,38,97.37,Y
58727690123570,2023-2024,5,80.0,Y
58727695838305,2023-2024,1048,79.48,Y
01611190130609,2024-2025,238,47.9,N
01611680132746,2024-2025,162,77.78,Y
01611760130062,2024-2025,2618,27.77,N
01611760130138,2024-2025,169,84.62,Y
01612000000001,2024-2025,4,25.0,N
01612340135426,2024-2025,60,75.0,Y
01612420126763,2024-2025,172,63.95,N
01612590130666,2024-2025,228,87.28,Y
01612590132688,2024-2025,125,96.8,Y
01612590149187,2024-2025,199,96.48,Y
01612590136051,2024-2025,1812,70.64,N
01612590130146,2024-2025,333,99.7,Y
01751010000001,2024-2025,11,45.45,N
41688906043632,2024-2025,1,0.0,N
15638590000001,2024-2025,1,0.0,N
01751010141432,2024-2025,70,18.57,N
20755800123315,2024-2025,2,0.0,N
27751500000001,2024-2025,1,0.0,N
04100410139493,2024-2025,5,80.0,Y
41688906043665,2024-2025,3,0.0,N
04614240431502,2024-2025,95,90.53,Y
49706560000001,2024-2025,4,0.0,N
57726860000001,2024-2025,1,0.0,N
01611506090385,2024-2025,1,0.0,N
10624300000001,2024-2025,2,0.0,N
14766870125047,2024-2025,1,0.0,N
33670580000001,2024-2025,1,0.0,N
04614240430199,2024-2025,73,78.08,Y
41688900000001,2024-2025,4,0.0,N
57727020000001,2024-2025,1,0.0,N
19753090000001,2024-2025,2,0.0,N
20756060000001,2024-2025,1,0.0,N
40688410000001,2024-2025,1,0.0,N
45699896050314,2024-2025,1,0.0,N
19643110000001,2024-2025,2,0.0,N
27738250000001,2024-2025,1,0.0,N
27754400000001,2024-2025,1,0.0,N
30665226028450,2024-2025,1,0.0,N
51714640000001,2024-2025,4,0.0,N
07616970000001,2024-2025,1,0.0,N
09619030000001,2024-2025,1,0.0,N
07616630130930,2024-2025,286,39.86,N
23102310000001,2024-2025,2,0.0,N
26736926112502,2024-2025,1,0.0,N
33669850000001,2024-2025,1,0.0,N
07617390730549,2024-2025,1028,32.39,N
40687590000001,2024-2025,1,0.0,N
56725200000001,2024-2025,1,0.0,N
03739810000001,2024-2025,1,0.0,N
07617960000001,2024-2025,45,55.56,N
04755076003164,2024-2025,1,0.0,N
09737830000001,2024-2025,2,0.0,N
16639820000001,2024-2025,1,0.0,N
23738662330116,2024-2025,1,0.0,N
30664490000001,2024-2025,6,0.0,N
41104130000001,2024-2025,1,0.0,N
47104700000001,2024-2025,1,0.0,N
48705240000001,2024-2025,1,0.0,N
01612750136515,2024-2025,733,4.09,N
19646591934611,2024-2025,1339,5.23,N
07616300734244,2024-2025,1167,5.66,N
43695344337762,2024-2025,1161,5.68,N
07616300731125,2024-2025,1340,5.97,N
07618040734368,2024-2025,2042,6.71,N
07618040736504,2024-2025,2036,6.78,N
19753331935808,2024-2025,2473,7.76,N
07773540132233,2024-2025,333,91.59,Y
34673300113571,2024-2025,1782,8.25,N
30665970000001,2024-2025,12,8.33,N
43694684334421,2024-2025,1702,8.4,N
41690470129759,2024-2025,567,8.82,N
07616300730283,2024-2025,1256,8.84,N
21654822132587,2024-2025,1722,9.18,N
44104474430252,2024-2025,336,9.23,N
01751010130096,2024-2025,2169,9.77,N
07618040730218,2024-2025,51,9.8,N
01751010130583,2024-2025,2583,9.87,N
07618040113118,2024-2025,3039,9.87,N
43694684334462,2024-2025,1630,9.88,N
07618040730051,2024-2025,2894,10.26,N
08100820830042,2024-2025,27,96.3,Y
37682960118935,2024-2025,2557,10.48,N
09618530930081,2024-2025,2346,10.66,N
07618040000001,2024-2025,28,10.71,N
10621170000001,2024-2025,15,46.67,N
43696410000001,2024-2025,9,11.11,N
15636851531987,2024-2025,300,11.67,N
56738745630256,2024-2025,145,11.72,N
21654820000001,2024-2025,34,11.76,N
44754324430211,2024-2025,611,11.78,N
41690624130993,2024-2025,2360,12.2,N
10621660140806,2024-2025,109,88.99,Y
21654822131340,2024-2025,1141,12.45,N
01611270000001,2024-2025,8,12.5,N
43696090000001,2024-2025,24,12.5,N
48705650000001,2024-2025,8,12.5,N
07616300000001,2024-2025,24,12.5,N
10621661035831,2024-2025,2175,93.38,Y
37682963731528,2024-2025,2116,12.95,N
01750930141937,2024-2025,900,13.0,N
39767600128967,2024-2025,2428,13.14,N
56739405630371,2024-2025,121,13.22,N
43696664333522,2024-2025,1471,13.26,N
10622651030378,2024-2025,300,91.33,Y
49706070000001,2024-2025,15,13.33,N
43696410142349,2024-2025,45,13.33,N
19645351932763,2024-2025,1232,13.39,N
56738745630132,2024-2025,1483,13.62,N
31668943132453,2024-2025,1634,13.83,N
09100906069470,2024-2025,71,14.08,N
19644690000001,2024-2025,7,14.29,N
40688090118695,2024-2025,21,14.29,N
19648650141002,2024-2025,28,14.29,N
10622811033950,2024-2025,163,89.57,Y
19651360102475,2024-2025,1777,14.58,N
19648651995588,2024-2025,2075,14.65,N
19651361995802,2024-2025,2286,14.65,N
19649641937754,2024-2025,886,14.67,N
43696414332904,2024-2025,1643,14.73,N
43696414335782,2024-2025,1891,14.75,N
56738745630199,2024-2025,27,14.81,N
41690474130472,2024-2025,1583,15.03,N
43696094334728,2024-2025,2187,15.23,N
37680313731478,2024-2025,999,15.32,N
37103716069355,2024-2025,13,15.38,N
37682960000001,2024-2025,45,15.56,N
27659872730414,2024-2025,780,15.77,N
33751920000001,2024-2025,19,15.79,N
10624141030824,2024-2025,32,84.38,Y
33751923330917,2024-2025,313,16.29,N
19651361996321,2024-2025,385,16.36,N
07616300107524,2024-2025,61,16.39,N
37682963730819,2024-2025,2210,16.52,N
30739240000001,2024-2025,6,16.67,N
19734450000001,2024-2025,6,16.67,N
30665550000001,2024-2025,6,16.67,N
19646830000001,2024-2025,6,16.67,N
43694684330569,2024-2025,6,16.67,N
21654822130078,2024-2025,124,16.94,N
30739243033917,2024-2025,2915,17.05,N
39685020126011,2024-2025,41,17.07,N
41689244137535,2024-2025,740,17.43,N
01750930132704,2024-2025,2771,17.43,N
19643370000001,2024-2025,17,17.65,N
30665553033206,2024-2025,815,17.67,N
30103063030723,2024-2025,1806,17.94,N
30736500116046,2024-2025,117,17.95,N
41690470000001,2024-2025,39,17.95,N
01612750130286,2024-2025,61,18.03,N
10624141030451,2024-2025,132,66.67,N
19753410000001,2024-2025,11,18.18,N
19753410141721,2024-2025,11,18.18,N
37681893731072,2024-2025,164,18.29,N
09100900136036,2024-2025,291,18.56,N
10739651030386,2024-2025,235,76.17,Y
41690474130217,2024-2025,1658,18.64,N
10739990141036,2024-2025,138,96.38,Y
01612000133397,2024-2025,2156,18.83,N
07616300733725,2024-2025,1577,19.02,N
19101991933399,2024-2025,551,19.06,N
37683463731007,2024-2025,1774,19.45,N
19648651933308,2024-2025,41,19.51,N
56737595630116,2024-2025,1900,19.58,N
43694014330239,2024-2025,1884,19.59,N
19753411937143,2024-2025,2921,19.62,N
37683383730751,2024-2025,122,19.67,N
09618530936302,2024-2025,1675,19.82,N
27661342733657,2024-2025,552,19.93,N
31669510000001,2024-2025,15,20.0,N
07617390000001,2024-2025,5,20.0,N
33672150000001,2024-2025,15,20.0,N
56726030000001,2024-2025,20,20.0,N
37681060000001,2024-2025,10,20.0,N
01612750000001,2024-2025,5,20.0,N
41690700000001,2024-2025,10,20.0,N
46701774630034,2024-2025,5,20.0,N
30736350000001,2024-2025,15,20.0,N
01750930000001,2024-2025,5,20.0,N
19756636120158,2024-2025,565,20.18,N
01611760135244,2024-2025,1794,20.35,N
11754811130012,2024-2025,38,94.74,Y
37683383730884,2024-2025,1890,20.42,N
19644690134858,2024-2025,974,20.43,N
37682960141390,2024-2025,88,20.45,N
49709614930319,2024-2025,107,20.56,N
30664640000001,2024-2025,68,20.59,N
13101326069272,2024-2025,41,73.17,N
37683463730033,2024-2025,2536,20.78,N
57726786066245,2024-2025,178,20.79,N
41689244135075,2024-2025,471,20.81,N
13630811331354,2024-2025,162,85.19,Y
31750853130150,2024-2025,1936,20.92,N
44698074436754,2024-2025,578,21.28,N
10621660114553,2024-2025,498,21.29,N
31750850108084,2024-2025,2041,21.36,N
09618530930214,2024-2025,117,21.37,N
13631150140954,2024-2025,60,86.67,Y
07617210107797,2024-2025,2566,21.75,N
43694684333316,2024-2025,2224,21.81,N
13632141330018,2024-2025,14,100.0,Y
29663570112367,2024-2025,155,21.94,N
30666470000001,2024-2025,9,22.22,N
43695340000001,2024-2025,9,22.22,N
19647331995836,2024-2025,2920,22.23,N
31668943131851,2024-2025,611,22.26,N
37681060111195,2024-2025,1336,22.38,N
19649801995737,2024-2025,387,22.48,N
37683380122788,2024-2025,247,22.67,N
13632141337609,2024-2025,177,93.22,Y
38684783830387,2024-2025,680,22.79,N
43694680000001,2024-2025,35,22.86,N
19651361931740,2024-2025,2317,22.87,N
07617540730044,2024-2025,1546,22.9,N
34673303433216,2024-2025,2901,22.92,N
14101400117994,2024-2025,880,92.27,Y
30736500133405,2024-2025,2693,23.13,N
30736503030657,2024-2025,2244,23.22,N
57726786060396,2024-2025,206,23.3,N
37682963735867,2024-2025,2101,23.42,N
41690474134557,2024-2025,1115,23.5,N
19645761933597,2024-2025,2069,23.54,N
33671160109843,2024-2025,575,23.65,N
46701774634259,2024-2025,118,23.73,N
57726780119578,2024-2025,348,23.85,N
21654822134419,2024-2025,46,23.91,N
14632711438308,2024-2025,3,0.0,N
19645680000001,2024-2025,25,24.0,N
44698074430179,2024-2025,108,24.07,N
30664643030756,2024-2025,2028,24.26,N
19651360138727,2024-2025,1157,24.37,N
44698234437109,2024-2025,1093,24.43,N
07100740731380,2024-2025,2373,24.57,N
44754320000001,2024-2025,4,25.0,N
15635291530021,2024-2025,86,98.84,Y
19651360000001,2024-2025,24,25.0,N
01750930138164,2024-2025,20,25.0,N
54105465430343,2024-2025,4,25.0,N
30664643030798,2024-2025,12,25.0,N
27754400123406,2024-2025,12,25.0,N
15635290000001,2024-2025,20,25.0,N
19643290000001,2024-2025,16,25.0,N
30665973031697,2024-2025,1470,25.37,N
48705244831004,2024-2025,1335,25.39,N
33751920105734,2024-2025,2946,25.49,N
39754990102392,2024-2025,436,25.69,N
19646831931781,2024-2025,1707,25.72,N
29663572930048,2024-2025,664,25.9,N
37683463737418,2024-2025,1843,25.94,N
15635291532605,2024-2025,2043,90.01,Y
01612593030772,2024-2025,464,26.08,N
31669510139246,2024-2025,69,26.09,N
51714495137500,2024-2025,734,26.29,N
57726785730098,2024-2025,76,26.32,N
19646831930080,2024-2025,1709,26.74,N
19753090138297,2024-2025,41,26.83,N
31669510135871,2024-2025,182,26.92,N
37684113730843,2024-2025,2557,26.98,N
15635291534775,2024-2025,2135,88.01,Y
01611430131177,2024-2025,3218,27.13,N
07100740134114,2024-2025,129,27.13,N
19647250132324,2024-2025,552,27.17,N
30736503035102,2024-2025,2307,27.26,N
19643290130963,2024-2025,11,27.27,N
41689240000001,2024-2025,22,27.27,N
44697990000001,2024-2025,11,27.27,N
41104136069363,2024-2025,22,27.27,N
19650601938356,2024-2025,1734,27.28,N
30736503030152,2024-2025,1964,27.34,N
56737595637004,2024-2025,1703,27.48,N
01612000134536,2024-2025,1827,27.59,N
09618530000001,2024-2025,29,27.59,N
51713735132758,2024-2025,308,27.6,N
01611760134270,2024-2025,2157,27.68,N
39686503935756,2024-2025,1051,27.69,N
36678433630928,2024-2025,166,27.71,N
15635291535392,2024-2025,2107,97.1,Y
01611430000001,2024-2025,36,27.78,N
37103710138792,2024-2025,18,27.78,N
36676780000001,2024-2025,18,27.78,N
19734601932862,2024-2025,2563,27.82,N
07617210000001,2024-2025,25,28.0,N
44104470136572,2024-2025,207,28.02,N
41690704132551,2024-2025,1053,28.11,N
19101991995869,2024-2025,458,28.17,N
42693284236345,2024-2025,801,28.21,N
07617210730572,2024-2025,163,28.22,N
21654172130045,2024-2025,53,28.3,N
19651361932532,2024-2025,289,28.37,N
19643371931237,2024-2025,2283,28.38,N
10621170113555,2024-2025,2360,28.52,N
49738824930384,2024-2025,343,28.57,N
01612420000001,2024-2025,7,28.57,N
55723890000001,2024-2025,7,28.57,N
21654170000001,2024-2025,28,28.57,N
19643291931088,2024-2025,1911,28.62,N
39686270129916,2024-2025,108,28.7,N
45701360106013,2024-2025,544,29.04,N
15635290125062,2024-2025,241,98.34,Y
58105876069249,2024-2025,24,29.17,N
49738820123786,2024-2025,441,29.25,N
19734601939149,2024-2025,2148,29.33,N
41690474133070,2024-2025,1585,29.34,N
19644360000001,2024-2025,17,29.41,N
19650290000001,2024-2025,17,29.41,N
30736503030285,2024-2025,2232,29.44,N
31669443138500,2024-2025,907,29.44,N
41688904132817,2024-2025,911,29.53,N
30665483031895,2024-2025,2049,29.62,N
19642121931880,2024-2025,696,29.89,N
28662660000001,2024-2025,10,30.0,N
49753580000001,2024-2025,10,30.0,N
04100416069256,2024-2025,10,30.0,N
21102156069504,2024-2025,83,30.12,N
30666470119404,2024-2025,1631,30.17,N
19650601939602,2024-2025,1775,30.31,N
44104476069397,2024-2025,56,30.36,N
50711346113286,2024-2025,79,30.38,N
01611190000001,2024-2025,23,30.43,N
37735510127423,2024-2025,1289,30.49,N
56739400121426,2024-2025,62,30.65,N
03100330330068,2024-2025,13,30.77,N
31669280000001,2024-2025,13,30.77,N
31669280139840,2024-2025,2079,30.78,N
43696744330122,2024-2025,1663,30.79,N
37683383733508,2024-2025,1174,30.83,N
19642611930288,2024-2025,2939,30.96,N
12626870107110,2024-2025,113,30.97,N
43104390123794,2024-2025,383,31.07,N
44698234437406,2024-2025,1074,31.19,N
19644441932201,2024-2025,2012,31.21,N
43104390113431,2024-2025,478,31.38,N
17640140138537,2024-2025,19,31.58,N
57726785732201,2024-2025,1755,31.85,N
19650521995976,2024-2025,25,32.0,N
19647330137612,2024-2025,259,32.05,N
37684110111831,2024-2025,2289,32.07,N
37735690136267,2024-2025,771,32.17,N
37735513730694,2024-2025,2336,32.23,N
30666213030046,2024-2025,2183,32.25,N
15635291530112,2024-2025,375,89.33,Y
36750773631207,2024-2025,438,32.42,N
48104886069538,2024-2025,200,32.5,N
44698234430195,2024-2025,49,32.65,N
01611190130229,2024-2025,1868,32.66,N
43694274330692,2024-2025,2703,32.89,N
15636280134312,2024-2025,983,44.15,N
01611270130450,2024-2025,1122,32.89,N
43694014330866,2024-2025,1820,32.97,N
30666476119556,2024-2025,109,33.03,N
15636770114512,2024-2025,604,81.62,Y
43695830102368,2024-2025,1511,33.22,N
37681220000001,2024-2025,3,33.33,N
01612000130393,2024-2025,78,33.33,N
57726780000001,2024-2025,3,33.33,N
42767860000001,2024-2025,3,33.33,N
34739730000001,2024-2025,9,33.33,N
34673550000001,2024-2025,9,33.33,N
56725460115105,2024-2025,3,33.33,N
46701774632303,2024-2025,9,33.33,N
45701360000001,2024-2025,6,33.33,N
18101816069934,2024-2025,6,33.33,N
16101656069298,2024-2025,126,63.49,N
07100740107334,2024-2025,12,33.33,N
09619030140459,2024-2025,87,33.33,N
19642610000001,2024-2025,6,33.33,N
19649800000001,2024-2025,6,33.33,N
19768690138545,2024-2025,12,33.33,N
19753330000001,2024-2025,3,33.33,N
27659870000001,2024-2025,3,33.33,N
29663570000001,2024-2025,3,33.33,N
34673300000001,2024-2025,36,33.33,N
19643940000001,2024-2025,6,33.33,N
05615560000001,2024-2025,3,33.33,N
19646590000001,2024-2025,3,33.33,N
36750510137794,2024-2025,401,33.42,N
31668943135704,2024-2025,1265,33.44,N
43696664335949,2024-2025,1393,33.52,N
01100170136101,2024-2025,173,33.53,N
56726035630322,2024-2025,1033,33.59,N
37737913737632,2024-2025,3067,33.68,N
48705730129494,2024-2025,65,33.85,N
47704664735403,2024-2025,241,34.02,N
55724135530191,2024-2025,94,34.04,N
30664643030574,2024-2025,2560,34.14,N
19753411995752,2024-2025,41,34.15,N
43696744338802,2024-2025,1614,34.2,N
37735513731163,2024-2025,38,34.21,N
30665483032943,2024-2025,2645,34.33,N
19645351930353,2024-2025,32,34.38,N
16638910110858,2024-2025,2,100.0,Y
44698070110007,2024-2025,648,34.41,N
19768690119016,2024-2025,552,34.42,N
43696740135970,2024-2025,183,34.43,N
03739810334755,2024-2025,593,34.57,N
37681300000001,2024-2025,75,34.67,N
09618380136200,2024-2025,452,34.73,N
34673140108753,2024-2025,2536,34.74,N
49709200000001,2024-2025,118,34.75,N
43694684332474,2024-2025,2060,34.81,N
41689240127548,2024-2025,458,34.93,N
37754160139378,2024-2025,83,34.94,N
03739810330753,2024-2025,615,35.12,N
10752751036938,2024-2025,367,35.15,N
16638910000001,2024-2025,1,0.0,N
20755800134486,2024-2025,31,35.48,N
33670330000001,2024-2025,45,35.56,N
12101240134163,2024-2025,59,35.59,N
37683463737384,2024-2025,87,35.63,N
37684520000001,2024-2025,14,35.71,N
42750100138891,2024-2025,56,35.71,N
03739810330050,2024-2025,42,35.71,N
07617390730473,2024-2025,42,35.71,N
18641391833805,2024-2025,816,35.78,N
10621171030501,2024-2025,2551,35.79,N
30736430139774,2024-2025,468,35.9,N
33103300138602,2024-2025,253,35.97,N
32669693232006,2024-2025,86,36.05,N
30736500000001,2024-2025,36,36.11,N
37681063731023,2024-2025,932,36.16,N
49753900000001,2024-2025,11,36.36,N
01612420110478,2024-2025,11,36.36,N
31750850000001,2024-2025,11,36.36,N
19645760000001,2024-2025,11,36.36,N
42693284230074,2024-2025,11,36.36,N
19647330135632,2024-2025,283,36.4,N
56724705630363,2024-2025,107,36.45,N
40688414030185,2024-2025,96,36.46,N
19643941931823,2024-2025,2065,36.46,N
19647251935758,2024-2025,3408,36.56,N
15635290110999,2024-2025,2098,36.56,N
19649801938000,2024-2025,2588,36.59,N
33751923330636,2024-2025,306,36.6,N
50710926112965,2024-2025,152,36.84,N
31668940102293,2024-2025,190,36.84,N
42691120124255,2024-2025,84,36.9,N
41690624133716,2024-2025,2158,37.16,N
16639250000001,2024-2025,1,0.0,N
33751923330370,2024-2025,2739,37.24,N
21654172133056,2024-2025,1250,37.28,N
50755645035654,2024-2025,1563,37.3,N
30666473031929,2024-2025,1998,37.34,N
49709204930244,2024-2025,1584,37.44,N
16639580136556,2024-2025,1090,91.74,Y
19642120000001,2024-2025,8,37.5,N
10621170142281,2024-2025,8,37.5,N
36750510115089,2024-2025,583,37.56,N
19647251995539,2024-2025,673,37.59,N
31669443130010,2024-2025,468,37.61,N
43694274330023,2024-2025,2134,37.72,N
07617210733980,2024-2025,2836,37.73,N
50755645030176,2024-2025,45,37.78,N
45701364530267,2024-2025,283,37.81,N
19642460000001,2024-2025,29,37.93,N
31669280121418,2024-2025,390,37.95,N
56726525630298,2024-2025,221,38.01,N
30736353030392,2024-2025,2475,38.02,N
30664643036001,2024-2025,2735,38.06,N
29663572935500,2024-2025,1561,38.24,N
49753580138263,2024-2025,34,38.24,N
30103060134940,2024-2025,34,38.24,N
30736353030509,2024-2025,94,38.3,N
12628100108688,2024-2025,154,38.31,N
30664640113381,2024-2025,2639,38.42,N
19642790000001,2024-2025,13,38.46,N
48705730000001,2024-2025,13,38.46,N
19648650000001,2024-2025,13,38.46,N
41690620000001,2024-2025,26,38.46,N
30103060139964,2024-2025,26,38.46,N
39685690000001,2024-2025,13,38.46,N
56739405633250,2024-2025,1691,38.5,N
17640140000001,2024-2025,1,0.0,N
19648810000001,2024-2025,44,38.64,N
43696740141283,2024-2025,683,38.65,N
28662902837102,2024-2025,416,38.7,N
54105460119602,2024-2025,253,38.74,N
09737830121566,2024-2025,85,38.82,N
33672070134981,2024-2025,18,38.89,N
31669283130176,2024-2025,1940,38.92,N
44698234430187,2024-2025,113,38.94,N
30665483030368,2024-2025,159,38.99,N
19647331932623,2024-2025,3046,39.03,N
07100740107342,2024-2025,64,39.06,N
37684113731627,2024-2025,2440,39.14,N
37680490132506,2024-2025,674,39.17,N
55723895536503,2024-2025,880,39.32,N
30736503030467,2024-2025,66,39.39,N
34674470000001,2024-2025,38,39.47,N
07617540000001,2024-2025,38,39.47,N
43694010000001,2024-2025,43,39.53,N
49709534937256,2024-2025,1071,39.59,N
48705404830170,2024-2025,2111,39.6,N
19647330133736,2024-2025,260,39.62,N
56726035636188,2024-2025,1910,39.63,N
44754320139410,2024-2025,237,39.66,N
56725200139626,2024-2025,68,39.71,N
37754160139386,2024-2025,219,39.73,N
34674470135772,2024-2025,93,39.78,N
01612590129932,2024-2025,231,39.83,N
19101990115030,2024-2025,231,76.62,Y
